PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration,Product/ID,Quantity,Product,Deadline,Reference
[00429-00-249-A],420,2026-09-15 08:00:00,2026-09-15 09:40:00,M4-01_(FR4_01),96.0,14894.0,420,[00429-00-249-A] Plint adjust strip,2026-07-23 12:00:00,TBRM /MO/01822
[00385-00-320-A],654,2026-09-15 09:40:00,2026-09-18 15:30:00,M4-01_(FR4_01),4668.0,14889.0,654,[00385-00-320-A] Plint adjust strip,2026-08-13 12:00:00,TBRM /MO/02298
[1011113A],134,2026-09-18 15:40:00,2026-09-21 04:20:00,M4-01_(FR4_01),760.0,14905.0,134,[1011113A] Cord Bracket,2026-09-11 02:00:00,TBRM /MO/02300
[m05534],200,2026-09-21 08:00:00,2026-09-21 17:50:00,M4-01_(FR4_01),590.0,17395.0,200,[m05534]  Spacer pos 1,2026-09-15 02:00:00,TBRM /MO/02315
[4022-333-58791],64,2026-09-21 18:00:00,2026-09-21 22:50:00,M4-01_(FR4_01),282.0,14921.0,64,[4022-333-58791] Filterhouder Cu 0.1,2026-09-18 02:00:00,TBRM /MO/02363
[4022-335-17991],35,2026-09-21 23:00:00,2026-09-22 02:20:00,M4-01_(FR4_01),195.0,14922.0,35,[4022-335-17991] Filterh. Cu0.2 Ni0.02,2026-10-28 01:00:00,TBRM /MO/02373
[1011113A],134,2026-09-22 08:00:00,2026-09-22 14:00:00,M4-01_(FR4_01),358.0,14905.0,134,[1011113A] Cord Bracket,2026-09-11 02:00:00,TBRM /MO/02300
[M.459800425070/1],459,2026-09-22 14:00:00,2026-09-22 15:30:00,M4-01_(FR4_01),90.0,15040.0,459,[M.459800425070/1] Spring brake suspension,2026-10-06 02:00:00,TBRM /MO/02437
[4022-335-19371],60,2026-09-22 22:00:00,2026-09-23 02:30:00,M4-01_(FR4_01),270.0,16241.0,60,[4022-335-19371] Filterhouder Ni 0.02mm,2026-10-06 02:00:00,TBRM /MO/01939
[E05537],100,2026-09-23 08:00:00,2026-09-23 14:30:00,M4-01_(FR4_01),390.0,18608.0,100,[E05537] Spacer pos 1,2026-09-22 02:00:00,TBRM /MO/02326
[M.459800425070/1],459,2026-09-23 14:40:00,2026-09-24 22:50:00,M4-01_(FR4_01),1926.0,15040.0,459,[M.459800425070/1] Spring brake suspension,2026-10-06 02:00:00,TBRM /MO/02437
[00385-00-321-A],714,2026-10-02 16:00:00,2026-10-06 17:10:00,M4-01_(FR4_01),2946.0,14890.0,714,[00385-00-321-A] Plint fixing strip left,2027-03-15 12:00:00,TBRM /MO/02311
